question_number,grammar_ref,unit_number,section_number,question,choice_a,choice_b,choice_c,choice_d,answer
509,N5,たべる・のむ / To eat ・To drink,N5: 47,みかん:     : みかん,みかん,みかん,mandarin orange,47,mandarin orange
510,N5,たべる・のむ / To eat ・To drink,N5: 47,パン:     : パン,パン,パン,bread,47,bread
511,N5,たべる・のむ / To eat ・To drink,N5: 47,（お）菓子:     : （お）かし,（お）菓子,（お）かし,sweets / snacks,47,sweets / snacks
512,N5,たべる・のむ / To eat ・To drink,N5: 47,チョコレート:     : チョコレート,チョコレート,チョコレート,chocolate,47,chocolate
513,N5,たべる・のむ / To eat ・To drink,N5: 47,飲む:     : のむ,飲む,のむ,to drink,47,to drink
514,N5,たべる・のむ / To eat ・To drink,N5: 47,飲み物:     : のみもの,飲み物,のみもの,drink / beverage,47,drink / beverage
515,N5,たべる・のむ / To eat ・To drink,N5: 47,水:     : みず,水,みず,water,47,water
516,N5,たべる・のむ / To eat ・To drink,N5: 47,（お）湯:     : （お）ゆ,（お）湯,（お）ゆ,hot water,47,hot water
517,N5,たべる・のむ / To eat ・To drink,N5: 48,冷たい:     : つめたい,冷たい,つめたい,cold (to the touch),48,cold (to the touch)
518,N5,たべる・のむ / To eat ・To drink,N5: 48,～がいい:     : ～がいい,～がいい,～がいい,prefer ~,48,prefer ~
519,N5,たべる・のむ / To eat ・To drink,N5: 48,お肉がいい:     : おにくがいい,お肉がいい,おにくがいい,I prefer meat,48,I prefer meat
520,N5,たべる・のむ / To eat ・To drink,N5: 48,魚がいい:     : さかながいい,魚がいい,さかながいい,I prefer fish,48,I prefer fish
521,N5,たべる・のむ / To eat ・To drink,N5: 48,入れる:     : いれる,入れる,いれる,to put in / to add,48,to put in / to add
522,N5,たべる・のむ / To eat ・To drink,N5: 48,ミルク:     : ミルク,ミルク,ミルク,milk,48,milk
523,N5,たべる・のむ / To eat ・To drink,N5: 48,自動販売機:     : じどうはんばいき,自動販売機,じどうはんばいき,vending machine,48,vending machine
524,N5,たべる・のむ / To eat ・To drink,N5: 48,牛乳:     : ぎゅうにゅう,牛乳,ぎゅうにゅう,milk,48,milk
525,N5,たべる・のむ / To eat ・To drink,N5: 48,ジュース:     : ジュース,ジュース,ジュース,juice,48,juice
526,N5,たべる・のむ / To eat ・To drink,N5: 48,コーヒー:     : コーヒー,コーヒー,コーヒー,coffee,48,coffee
527,N5,たべる・のむ / To eat ・To drink,N5: 49,紅茶:     : こうちゃ,紅茶,こうちゃ,black tea,49,black tea
528,N5,たべる・のむ / To eat ・To drink,N5: 49,お茶:     : おちゃ,お茶,おちゃ,green tea,49,green tea
529,N5,たべる・のむ / To eat ・To drink,N5: 49,お酒:     : おさけ,お酒,おさけ,alcohol / sake,49,alcohol / sake
530,N5,たべる・のむ / To eat ・To drink,N5: 49,ビール:     : ビール,ビール,ビール,beer,49,beer
531,N5,たべる・のむ / To eat ・To drink,N5: 49,ワイン:     : ワイン,ワイン,ワイン,wine,49,wine
532,N5,たべる・のむ / To eat ・To drink,N5: 49,カップ:     : カップ,カップ,カップ,cup,49,cup
533,N5,たべる・のむ / To eat ・To drink,N5: 49,コップ:     : コップ,コップ,コップ,glass / cup,49,glass / cup
534,N5,りょうり / Cooking,N5: 50,料理:     : りょうり,料理,りょうり,cuisine / cooking,50,cuisine / cooking
535,N5,りょうり / Cooking,N5: 50,ご飯:     : ごはん,ご飯,ごはん,rice / meal,50,rice / meal
536,N5,りょうり / Cooking,N5: 50,サンドイッチ:     : サンドイッチ,サンドイッチ,サンドイッチ,sandwich,50,sandwich
537,N5,りょうり / Cooking,N5: 50,おにぎり:     : おにぎり,おにぎり,おにぎり,rice ball,50,rice ball
538,N5,りょうり / Cooking,N5: 50,お弁当:     : おべんとう,お弁当,おべんとう,boxed lunch,50,boxed lunch
539,N5,りょうり / Cooking,N5: 50,ラーメン:     : ラーメン,ラーメン,ラーメン,ramen,50,ramen
540,N5,りょうり / Cooking,N5: 50,パスタ:     : パスタ,パスタ,パスタ,pasta,50,pasta
541,N5,りょうり / Cooking,N5: 50,うどん:     : うどん,うどん,うどん,udon,50,udon
542,N5,りょうり / Cooking,N5: 50,そば:     : そば,そば,そば,soba noodles,50,soba noodles
543,N5,りょうり / Cooking,N5: 50,天ぷら:     : てんぷら,天ぷら,てんぷら,tempura,50,tempura
544,N5,りょうり / Cooking,N5: 50,すき焼き:     : すきやき,すき焼き,すきやき,sukiyaki,50,sukiyaki
545,N5,りょうり / Cooking,N5: 51,刺身:     : さしみ,刺身,さしみ,sashimi,51,sashimi
546,N5,りょうり / Cooking,N5: 51,カレーライス:     : カレーライス,カレーライス,カレーライス,curry rice,51,curry rice
547,N5,りょうり / Cooking,N5: 51,牛丼:     : ぎゅうどん,牛丼,ぎゅうどん,beef bowl,51,beef bowl
548,N5,りょうり / Cooking,N5: 51,お寿司:     : おすし,お寿司,おすし,sushi,51,sushi
549,N5,りょうり / Cooking,N5: 51,ケーキ:     : ケーキ,ケーキ,ケーキ,cake,51,cake
550,N5,りょうり / Cooking,N5: 51,アイスクリーム:     : アイスクリーム,アイスクリーム,アイスクリーム,ice cream,51,ice cream
551,N5,りょうり / Cooking,N5: 51,取る:     : とる,取る,とる,to take / pick up,51,to take / pick up
552,N5,りょうり / Cooking,N5: 51,砂糖:     : さとう,砂糖,さとう,sugar,51,sugar
553,N5,りょうり / Cooking,N5: 51,塩:     : しお,塩,しお,salt,51,salt
554,N5,りょうり / Cooking,N5: 51,しょうゆ:     : しょうゆ,しょうゆ,しょうゆ,soy sauce,51,soy sauce
555,N5,レストラン / Restaurant,N5: 52,何:     : なに,何,なに,what,52,what
556,N5,レストラン / Restaurant,N5: 52,何か:     : なにか,何か,なにか,something,52,something
557,N5,レストラン / Restaurant,N5: 52,食事（する）:     : しょくじ（する）,食事（する）,しょくじ（する）,(to) have a meal,52,(to) have a meal
558,N5,レストラン / Restaurant,N5: 52,有名な:     : ゆうめいな,有名な,ゆうめいな,famous,52,famous
559,N5,レストラン / Restaurant,N5: 52,入る:     : はいる,入る,はいる,to enter,52,to enter
560,N5,レストラン / Restaurant,N5: 52,レストラン:     : レストラン,レストラン,レストラン,Restaurant,52,Restaurant
561,N5,レストラン / Restaurant,N5: 52,食堂:     : しょくどう,食堂,しょくどう,cafeteria / dining hall,52,cafeteria / dining hall
562,N5,レストラン / Restaurant,N5: 52,定食:     : ていしょく,定食,ていしょく,set meal,52,set meal
563,N5,レストラン / Restaurant,N5: 52,きっさてん:     : きっさてん,きっさてん,きっさてん,coffee shop,52,coffee shop
564,N5,レストラン / Restaurant,N5: 52,箸:     : はし,箸,はし,chopsticks,52,chopsticks
565,N5,レストラン / Restaurant,N5: 52,スプーン:     : スプーン,スプーン,スプーン,spoon,52,spoon
566,N5,レストラン / Restaurant,N5: 52,フォーク:     : フォーク,フォーク,フォーク,fork,52,fork
567,N5,レストラン / Restaurant,N5: 53,ナイフ:     : ナイフ,ナイフ,ナイフ,knife,53,knife
568,N5,レストラン / Restaurant,N5: 53,皿:     : さら,皿,さら,plate,53,plate
569,N5,レストラン / Restaurant,N5: 53,茶碗:     : ちゃわん,茶碗,ちゃわん,rice bowl,53,rice bowl
570,N5,レストラン / Restaurant,N5: 53,～で:     : ～で,～で,～で,with / using,53,with / using
571,N5,レストラン / Restaurant,N5: 53,箸で:     : はしで,箸で,はしで,with chopsticks,53,with chopsticks
572,N5,レストラン / Restaurant,N5: 53,スプーンで:     : スプーンで,スプーンで,スプーンで,with a spoon,53,with a spoon
573,N5,レストラン / Restaurant,N5: 53,フォークで:     : フォークで,フォークで,フォークで,with a fork,53,with a fork
574,N5,レストラン / Restaurant,N5: 53,いらっしゃいませ:     : いらっしゃいませ,いらっしゃいませ,いらっしゃいませ,welcome (at stores/restaurants),53,welcome (at stores/restaurants)
575,N5,レストラン / Restaurant,N5: 53,ご注文は:     : ごちゅうもんは,ご注文は,ごちゅうもんは,may I take your order?,53,may I take your order?
576,N5,レストラン / Restaurant,N5: 53,これでお願いします:     : これでおねがいします,これでお願いします,これでおねがいします,"this one, please",53,"this one, please"
577,N5,レストラン / Restaurant,N5: 53,他に:     : ほかに,他に,ほかに,anything else,53,anything else
578,N5,レストラン / Restaurant,N5: 53,別々で:     : べつべつで,別々で,べつべつで,separately (for payment),53,separately (for payment)
579,N5,どうですか？・How is it?,N5: 54,どうですか？:     : どうですか？,どうですか？,どうですか？,How is it?,54,How is it?
580,N5,どうですか？・How is it?,N5: 54,甘い:     : あまい,甘い,あまい,sweet,54,sweet
581,N5,どうですか？・How is it?,N5: 54,辛い:     : からい,辛い,からい,spicy,54,spicy
582,N5,どうですか？・How is it?,N5: 54,おいしい:     : おいしい,おいしい,おいしい,delicious,54,delicious
583,N5,どうですか？・How is it?,N5: 54,全部:     : ぜんぶ,全部,ぜんぶ,all / everything,54,all / everything
584,N5,どうですか？・How is it?,N5: 54,自分で:     : じぶんで,自分で,じぶんで,by oneself,54,by oneself
585,N5,どうですか？・How is it?,N5: 54,お腹が空く:     : おなかがすく,お腹が空く,おなかがすく,to get hungry,54,to get hungry
586,N5,どうですか？・How is it?,N5: 54,喉が渇く:     : のどがかわく,喉が渇く,のどがかわく,to get thirsty,54,to get thirsty
587,N5,どうですか？・How is it?,N5: 54,いっぱいな:     : いっぱいな,いっぱいな,いっぱいな,full (stomach),54,full (stomach)
588,N5,どうですか？・How is it?,N5: 54,＿＿＿＿はいかがですか:     : ＿＿＿＿はいかがですか,＿＿＿＿はいかがですか,＿＿＿＿はいかがですか,Would you like ____ ? / How about ____ ?,54,Would you like ____ ? / How about ____ ?
589,N5,どうですか？・How is it?,N5: 54,もういっぱい:     : もういっぱい,もういっぱい,もういっぱい,another cup / one more,54,another cup / one more
590,N5,どうですか？・How is it?,N5: 54,結構です:     : けっこうです,結構です,けっこうです,no thank you / I’m fine,54,no thank you / I’m fine
591,N5,どうですか？・How is it?,N5: 54,乾杯:     : かんぱい,乾杯,かんぱい,cheers,54,cheers
592,N5,どうですか？・How is it?,N5: 54,いただきます:     : いただきます,いただきます,いただきます,The phrase that is said before eating,54,The phrase that is said before eating
593,N5,どうですか？・How is it?,N5: 54,ごちそうさまでした:     : ごちそうさまでした,ごちそうさまでした,ごちそうさまでした,The phrase that is said after eating,54,The phrase that is said after eating
594,N5,しゅみ / Hobby,N5: 55,趣味:     : しゅみ,趣味,しゅみ,hobby,55,hobby
595,N5,しゅみ / Hobby,N5: 55,日:     : ひ,日,ひ,day,55,day
596,N5,しゅみ / Hobby,N5: 55,楽しい:     : たのしい,楽しい,たのしい,fun,55,fun
597,N5,しゅみ / Hobby,N5: 55,好きな:     : すきな,好きな,すきな,like / favorite,55,like / favorite
598,N5,しゅみ / Hobby,N5: 55,嫌いな:     : きらいな,嫌いな,きらいな,dislike,55,dislike
599,N5,しゅみ / Hobby,N5: 55,あまり:     : あまり,あまり,あまり,not much (with negative),55,not much (with negative)
600,N5,しゅみ / Hobby,N5: 55,どちら:     : どちら,どちら,どちら,which (of two),55,which (of two)
601,N5,しゅみ / Hobby,N5: 55,どちらも:     : どちらも,どちらも,どちらも,both,55,both
602,N5,しゅみ / Hobby,N5: 55,どっち:     : どっち,どっち,どっち,which (casual),55,which (casual)
603,N5,しゅみ / Hobby,N5: 55,上手な:     : じょうずな,上手な,じょうずな,skillful,55,skillful
604,N5,しゅみ / Hobby,N5: 55,下手な:     : へたな,下手な,へたな,unskilled,55,unskilled
605,N5,しゅみ / Hobby,N5: 56,まだまだです:     : まだまだです,まだまだです,まだまだです,not yet / still learning,56,not yet / still learning
606,N5,しゅみ / Hobby,N5: 56,習う:     : ならう,習う,ならう,to learn,56,to learn
607,N5,しゅみ / Hobby,N5: 56,生け花:     : いけばな,生け花,いけばな,the traditional Japanese art of flower arrangement,56,the traditional Japanese art of flower arrangement
608,N5,しゅみ / Hobby,N5: 56,茶道:     : さどう,茶道,さどう,tea ceremony,56,tea ceremony
609,N5,しゅみ / Hobby,N5: 56,簡単な:     : かんたんな,簡単な,かんたんな,easy / simple,56,easy / simple
610,N5,しゅみ / Hobby,N5: 56,優しい:     : やさしい,優しい,やさしい,kind / gentle,56,kind / gentle
611,N5,しゅみ / Hobby,N5: 56,難しい:     : むずかしい,難しい,むずかしい,difficult,56,difficult
612,N5,しゅみ / Hobby,N5: 56,写真:     : しゃしん,写真,しゃしん,photo,56,photo
613,N5,しゅみ / Hobby,N5: 56,撮る:     : とる,撮る,とる,to take (a photo),56,to take (a photo)
614,N5,しゅみ / Hobby,N5: 56,カメラ:     : カメラ,カメラ,カメラ,camera,56,camera
615,N5,しゅみ / Hobby,N5: 56,絵:     : え,絵,え,picture / drawing,56,picture / drawing
616,N5,しゅみ / Hobby,N5: 56,描く:     : かく,描く,かく,to draw / paint,56,to draw / paint
617,N5,しゅみ / Hobby,N5: 56,書く:     : かく,書く,かく,to write,56,to write
618,N5,しゅみ / Hobby,N5: 56,美術館:     : びじゅつかん,美術館,びじゅつかん,art museum,56,art museum
619,N5,おんがく / Music,N5: 57,音楽:     : おんがく,音楽,おんがく,music,57,music
620,N5,おんがく / Music,N5: 57,カラオケ:     : カラオケ,カラオケ,カラオケ,karaoke,57,karaoke
621,N5,おんがく / Music,N5: 57,一緒に:     : いっしょに,一緒に,いっしょに,together,57,together
622,N5,おんがく / Music,N5: 57,みんなで:     : みんなで,みんなで,みんなで,with everyone,57,with everyone
623,N5,おんがく / Music,N5: 57,歌:     : うた,歌,うた,song,57,song
624,N5,おんがく / Music,N5: 57,歌う:     : うたう,歌う,うたう,to sing,57,to sing
625,N5,おんがく / Music,N5: 57,コンサート:     : コンサート,コンサート,コンサート,concert,57,concert
626,N5,おんがく / Music,N5: 57,クラシック:     : クラシック,クラシック,クラシック,classical music,57,classical music
627,N5,おんがく / Music,N5: 57,ジャズ:     : ジャズ,ジャズ,ジャズ,jazz,57,jazz
628,N5,おんがく / Music,N5: 57,ポップス:     : ポップス,ポップス,ポップス,pop music,57,pop music
629,N5,おんがく / Music,N5: 57,ロック:     : ロック,ロック,ロック,rock,57,rock
630,N5,おんがく / Music,N5: 58,ピアノ:     : ピアノ,ピアノ,ピアノ,piano,58,piano
631,N5,おんがく / Music,N5: 58,ギター:     : ギター,ギター,ギター,guitar,58,guitar
632,N5,おんがく / Music,N5: 58,弾く:     : ひく,弾く,ひく,to play (an instrument),58,to play (an instrument)
633,N5,おんがく / Music,N5: 58,映画:     : えいが,映画,えいが,movie,58,movie
634,N5,おんがく / Music,N5: 58,映画館:     : えいがかん,映画館,えいがかん,movie theater,58,movie theater
635,N5,おんがく / Music,N5: 58,始まる:     : はじまる,始まる,はじまる,to start (intransitive),58,to start (intransitive)
636,N5,おんがく / Music,N5: 58,終わる:     : おわる,終わる,おわる,to finish,58,to finish
637,N5,おんがく / Music,N5: 58,マンガ:     : マンガ,マンガ,マンガ,manga,58,manga
638,N5,おんがく / Music,N5: 58,アニメ:     : アニメ,アニメ,アニメ,anime,58,anime
639,N5,おんがく / Music,N5: 58,ゲーム:     : ゲーム,ゲーム,ゲーム,game,58,game
640,N5,おんがく / Music,N5: 58,ソフト:     : ソフト,ソフト,ソフト,software,58,software
641,N5,おんがく / Music,N5: 58,面白い:     : おもしろい,面白い,おもしろい,interesting / fun,58,interesting / fun
642,N5,スポーツ / Sports,N5: 59,ジョギング:     : ジョギング,ジョギング,ジョギング,jogging,59,jogging
643,N5,スポーツ / Sports,N5: 59,スキー:     : スキー,スキー,スキー,skiing,59,skiing
644,N5,スポーツ / Sports,N5: 59,ダンス:     : ダンス,ダンス,ダンス,dance,59,dance
645,N5,スポーツ / Sports,N5: 59,泳ぐ:     : およぐ,泳ぐ,およぐ,to swim,59,to swim
646,N5,スポーツ / Sports,N5: 59,海:     : うみ,海,うみ,sea,59,sea
647,N5,スポーツ / Sports,N5: 59,プール:     : プール,プール,プール,pool,59,pool
648,N5,スポーツ / Sports,N5: 59,川:     : かわ,川,かわ,river,59,river
649,N5,スポーツ / Sports,N5: 59,釣り:     : つり,釣り,つり,fishing,59,fishing
650,N5,スポーツ / Sports,N5: 59,登る:     : のぼる,登る,のぼる,to climb,59,to climb
651,N5,スポーツ / Sports,N5: 59,山:     : やま,山,やま,mountain,59,mountain
652,N5,スポーツ / Sports,N5: 59,試合:     : しあい,試合,しあい,game / match,59,game / match
653,N5,スポーツ / Sports,N5: 59,勝つ:     : かつ,勝つ,かつ,to win,59,to win
654,N5,スポーツ / Sports,N5: 60,負ける:     : まける,負ける,まける,to lose,60,to lose
655,N5,スポーツ / Sports,N5: 60,さあ:     : さあ,さあ,さあ,Hmm well / let’s see,60,Hmm well / let’s see
656,N5,スポーツ / Sports,N5: 60,強い:     : つよい,強い,つよい,strong,60,strong
657,N5,スポーツ / Sports,N5: 60,弱い:     : よわい,弱い,よわい,weak,60,weak
658,N5,スポーツ / Sports,N5: 60,サッカー:     : サッカー,サッカー,サッカー,soccer,60,soccer
659,N5,スポーツ / Sports,N5: 60,野球:     : やきゅう,野球,やきゅう,baseball,60,baseball
660,N5,スポーツ / Sports,N5: 60,すもう:     : すもう,すもう,すもう,sumo,60,sumo
661,N5,スポーツ / Sports,N5: 60,じゅうどう:     : じゅうどう,じゅうどう,じゅうどう,judo,60,judo
662,N5,スポーツ / Sports,N5: 60,テニス:     : テニス,テニス,テニス,tennis,60,tennis
663,N5,スポーツ / Sports,N5: 60,ゴルフ:     : ゴルフ,ゴルフ,ゴルフ,golf,60,golf
664,N5,てんき / Weather,N5: 61,天気:     : てんき,天気,てんき,weather,61,weather
665,N5,てんき / Weather,N5: 61,いい:     : いい,いい,いい,good,61,good
666,N5,てんき / Weather,N5: 61,悪い:     : わるい,悪い,わるい,bad,61,bad
667,N5,てんき / Weather,N5: 61,いいお天気ですね:     : いいおてんきですね,いいお天気ですね,いいおてんきですね,"It’s nice weather, isn’t it?",61,"It’s nice weather, isn’t it?"
668,N5,てんき / Weather,N5: 61,雨:     : あめ,雨,あめ,rain,61,rain
669,N5,てんき / Weather,N5: 61,雪:     : ゆき,雪,ゆき,snow,61,snow
670,N5,てんき / Weather,N5: 61,降る:     : ふる,降る,ふる,to fall (rain/snow),61,to fall (rain/snow)
671,N5,てんき / Weather,N5: 61,暑い:     : あつい,暑い,あつい,hot,61,hot
672,N5,てんき / Weather,N5: 61,涼しい:     : すずしい,涼しい,すずしい,cool (temperature),61,cool (temperature)
673,N5,てんき / Weather,N5: 61,寒い:     : さむい,寒い,さむい,cold,61,cold
674,N5,てんき / Weather,N5: 61,暖かい:     : あたたかい,暖かい,あたたかい,warm,61,warm
675,N5,てんき / Weather,N5: 62,多い:     : おおい,多い,おおい,many / much,62,many / much
676,N5,てんき / Weather,N5: 62,少ない:     : すくない,少ない,すくない,few / little,62,few / little
677,N5,てんき / Weather,N5: 62,思う:     : おもう,思う,おもう,to think,62,to think
678,N5,てんき / Weather,N5: 62,たぶん:     : たぶん,たぶん,たぶん,probably,62,probably
679,N5,てんき / Weather,N5: 62,きっと:     : きっと,きっと,きっと,surely / definitely,62,surely / definitely
680,N5,てんき / Weather,N5: 62,傘:     : かさ,傘,かさ,umbrella,62,umbrella
681,N5,てんき / Weather,N5: 62,持ってくる:     : もってくる,持ってくる,もってくる,to bring,62,to bring
682,N5,てんき / Weather,N5: 62,持っていく:     : もっていく,持っていく,もっていく,to take,62,to take
683,N5,てんき / Weather,N5: 62,番組:     : ばんぐみ,番組,ばんぐみ,TV program,62,TV program
684,N5,きせつ / Season,N5: 63,いつ:     : いつ,いつ,いつ,when,63,when
685,N5,きせつ / Season,N5: 63,去年:     : きょねん,去年,きょねん,last year,63,last year
686,N5,きせつ / Season,N5: 63,今年:     : ことし,今年,ことし,this year,63,this year
687,N5,きせつ / Season,N5: 63,来年:     : らいねん,来年,らいねん,next year,63,next year
688,N5,きせつ / Season,N5: 63,季節:     : きせつ,季節,きせつ,season,63,season
689,N5,きせつ / Season,N5: 63,一番:     : いちばん,一番,いちばん,the best / number one,63,the best / number one
690,N5,きせつ / Season,N5: 63,なる:     : なる,なる,なる,to become,63,to become
691,N5,きせつ / Season,N5: 63,春:     : はる,春,はる,spring,63,spring
692,N5,きせつ / Season,N5: 63,夏:     : なつ,夏,なつ,summer,63,summer
693,N5,きせつ / Season,N5: 63,秋:     : あき,秋,あき,autumn / fall,63,autumn / fall
694,N5,きせつ / Season,N5: 64,冬:     : ふゆ,冬,ふゆ,winter,64,winter
695,N5,きせつ / Season,N5: 64,花:     : はな,花,はな,flower,64,flower
696,N5,きせつ / Season,N5: 64,月:     : つき,月,つき,moon / month,64,moon / month
697,N5,きせつ / Season,N5: 64,お花見:     : おはなみ,お花見,おはなみ,cherry blossom viewing,64,cherry blossom viewing
698,N5,きせつ / Season,N5: 64,桜:     : さくら,桜,さくら,cherry blossom,64,cherry blossom
699,N5,きせつ / Season,N5: 64,花火:     : はなび,花火,はなび,fireworks,64,fireworks
700,N5,きせつ / Season,N5: 64,もみじ:     : もみじ,もみじ,もみじ,Japanese maple,64,Japanese maple
701,N5,きせつ / Season,N5: 64,初めて:     : はじめて,初めて,はじめて,for the first time,64,for the first time
702,N5,きせつ / Season,N5: 64,一度:     : いちど,一度,いちど,once,64,once
703,N5,きせつ / Season,N5: 64,何回も:     : なんかいも,何回も,なんかいも,many times,64,many times
704,N5,きせつ / Season,N5: 64,一度も～ない／一度も～ません:     : いちども～ない／いちども～ません,一度も～ない／一度も～ません,いちども～ない／いちども～ません,not even once,64,not even once
705,N5,きせつ / Season,N5: 65,公園:     : こうえん,公園,こうえん,park,65,park
706,N5,きせつ / Season,N5: 65,散歩（する）:     : さんぽ（する）,散歩（する）,さんぽ（する）,(to) take a walk,65,(to) take a walk
707,N5,きせつ / Season,N5: 65,とても:     : とても,とても,とても,very,65,very
708,N5,きせつ / Season,N5: 65,本当に:     : ほんとうに,本当に,ほんとうに,really,65,really
709,N5,きせつ / Season,N5: 65,ぜひ:     : ぜひ,ぜひ,ぜひ,by all means,65,by all means
710,N5,きせつ / Season,N5: 65,もちろん:     : もちろん,もちろん,もちろん,of course,65,of course
711,N5,かいもの / Shopping,N5: 66,買い物（する）:     : かいもの（する）,買い物（する）,かいもの（する）,to shop / shopping,66,to shop / shopping
712,N5,かいもの / Shopping,N5: 66,～をください:     : ～をください,～をください,～をください,please give me ~,66,please give me ~
713,N5,かいもの / Shopping,N5: 66,～と～:     : ～と～,～と～,～と～,~ and ~,66,~ and ~
714,N5,かいもの / Shopping,N5: 66,～や～（など）:     : ～や～（など）,～や～（など）,～や～（など）,~ and ~ (etc.),66,~ and ~ (etc.)
715,N5,かいもの / Shopping,N5: 66,いくら:     : いくら,いくら,いくら,how much,66,how much
716,N5,かいもの / Shopping,N5: 66,円:     : えん,円,えん,yen,66,yen
717,N5,かいもの / Shopping,N5: 66,高い:     : たかい,高い,たかい,expensive,66,expensive
718,N5,かいもの / Shopping,N5: 66,安い:     : やすい,安い,やすい,cheap,66,cheap
719,N5,かいもの / Shopping,N5: 66,百:     : ひゃく,百,ひゃく,hundred,66,hundred
720,N5,かいもの / Shopping,N5: 66,千:     : せん,千,せん,thousand,66,thousand
721,N5,かいもの / Shopping,N5: 67,万:     : まん,万,まん,ten thousand,67,ten thousand
722,N5,かいもの / Shopping,N5: 67,億:     : おく,億,おく,hundred million,67,hundred million
723,N5,かいもの / Shopping,N5: 67,ちょっと:     : ちょっと,ちょっと,ちょっと,a little / a bit,67,a little / a bit
724,N5,かいもの / Shopping,N5: 67,では:     : では,では,では,well then / in that case,67,well then / in that case
725,N5,かいもの / Shopping,N5: 67,じゃ:     : じゃ,じゃ,じゃ,well then / informal “de wa”,67,well then / informal “de wa”
726,N5,かいもの / Shopping,N5: 67,お金:     : おかね,お金,おかね,money,67,money
727,N5,かいもの / Shopping,N5: 67,払う:     : はらう,払う,はらう,to pay,67,to pay
728,N5,かいもの / Shopping,N5: 67,お釣り:     : おつり,お釣り,おつり,change (money),67,change (money)
729,N5,かいもの / Shopping,N5: 67,細かいお金:     : こまかいおかね,細かいお金,こまかいおかね,small change / coins,67,small change / coins
730,N5,かいもの / Shopping,N5: 67,足りる:     : たりる,足りる,たりる,to be enough,67,to be enough
731,N5,かいもの / Shopping,N5: 67,生活:     : せいかつ,生活,せいかつ,life / living,67,life / living
732,N5,かいもの / Shopping,N5: 68,物価:     : ぶっか,物価,ぶっか,cost of living / prices,68,cost of living / prices
733,N5,かいもの / Shopping,N5: 68,いくつ:     : いくつ,いくつ,いくつ,how many / how old,68,how many / how old
734,N5,かいもの / Shopping,N5: 68,全部で:     : ぜんぶで,全部で,ぜんぶで,in total,68,in total
735,N5,かいもの / Shopping,N5: 68,～つ:     : ～つ,～つ,～つ,counter for general objects,68,counter for general objects
736,N5,かいもの / Shopping,N5: 68,１つ:     : ひとつ,１つ,ひとつ,one,68,one
737,N5,かいもの / Shopping,N5: 68,２つ:     : ふたつ,２つ,ふたつ,two,68,two
738,N5,かいもの / Shopping,N5: 68,３つ:     : みっつ,３つ,みっつ,three,68,three
739,N5,かいもの / Shopping,N5: 68,４つ:     : よっつ,４つ,よっつ,four,68,four
740,N5,かいもの / Shopping,N5: 68,５つ:     : いつつ,５つ,いつつ,five,68,five
741,N5,かいもの / Shopping,N5: 68,６つ:     : むっつ,６つ,むっつ,six,68,six
742,N5,かいもの / Shopping,N5: 68,７つ:     : ななつ,７つ,ななつ,seven,68,seven
743,N5,かいもの / Shopping,N5: 68,８つ:     : やっつ,８つ,やっつ,eight,68,eight
744,N5,かいもの / Shopping,N5: 68,９つ:     : ここのつ,９つ,ここのつ,nine,68,nine
745,N5,かいもの / Shopping,N5: 68,１０:     : とお,１０,とお,ten,68,ten
746,N5,みせ / Store,N5: 69,店:     : みせ,店,みせ,shop / store,69,shop / store
747,N5,みせ / Store,N5: 69,パン屋:     : ぱんや,パン屋,ぱんや,bakery,69,bakery
748,N5,みせ / Store,N5: 69,本屋:     : ほんや,本屋,ほんや,bookstore,69,bookstore
749,N5,みせ / Store,N5: 69,ラーメン屋:     : らーめんや,ラーメン屋,らーめんや,ramen shop,69,ramen shop
750,N5,みせ / Store,N5: 69,デパート:     : デパート,デパート,デパート,department store,69,department store
751,N5,みせ / Store,N5: 69,コンビニ:     : コンビニ,コンビニ,コンビニ,convenience store,69,convenience store
752,N5,みせ / Store,N5: 69,売る:     : うる,売る,うる,to sell,69,to sell
753,N5,みせ / Store,N5: 69,売り場:     : うりば,売り場,うりば,sales floor / department,69,sales floor / department
754,N5,みせ / Store,N5: 69,コーナー:     : コーナー,コーナー,コーナー,section / corner,69,section / corner
755,N5,みせ / Store,N5: 69,棚:     : たな,棚,たな,shelf,69,shelf
756,N5,みせ / Store,N5: 69,コピー（する）:     : コピー（する）,コピー（する）,コピー（する）,to copy,69,to copy
757,N5,みせ / Store,N5: 70,チケット:     : チケット,チケット,チケット,ticket,70,ticket
758,N5,みせ / Store,N5: 70,カタログ:     : カタログ,カタログ,カタログ,catalog,70,catalog
759,N5,みせ / Store,N5: 70,雑誌:     : ざっし,雑誌,ざっし,magazine,70,magazine
760,N5,みせ / Store,N5: 70,新聞:     : しんぶん,新聞,しんぶん,newspaper,70,newspaper
761,N5,みせ / Store,N5: 70,欲しい:     : ほしい,欲しい,ほしい,to want,70,to want
762,N5,みせ / Store,N5: 70,できる:     : できる,できる,できる,can / be able to,70,can / be able to
763,N5,みせ / Store,N5: 70,～でございます:     : ～でございます,～でございます,～でございます,(polite) it is ~,70,(polite) it is ~
764,N5,みせ / Store,N5: 70,１０００円でございます:     : せんえんでございます,１０００円でございます,せんえんでございます,It’s 1000 yen. (polite),70,It’s 1000 yen. (polite)
765,N5,みせ / Store,N5: 70,お探しですか:     : おさがしですか,お探しですか,おさがしですか,Are you looking for something?,70,Are you looking for something?
